,date,title,rank,rank_last_week,weeks_on_list,description,publisher,author
344,2019-05-24,EXHALATION,15,0,1,Nine short stories including “The Lifecycle of Software Objects” and “Anxiety Is the Dizziness of Freedom.”,Knopf,Ted Chiang
345,2019-05-17,WHERE THE CRAWDADS SING,1,1,35,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
346,2019-05-17,THE 18TH ABDUCTION,2,0,1,The 18th book in the Women's Murder Club series. Lindsay Boxer investigates the disappearance of three female teachers.,"Little, Brown",James Patterson and Maxine Paetro
347,2019-05-17,REDEMPTION,3,3,3,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,Grand Central,David Baldacci
348,2019-05-17,NEON PREY,4,2,2,The 29th book in the Prey series. Lucas Davenport goes after a serial killer.,Putnam,John Sandford
349,2019-05-17,LOST ROSES,5,4,4,"In 1914, the New York socialite Eliza Ferriday works to help White Russian families escape from the revolution.",Ballantine,Martha Hall Kelly
350,2019-05-17,NORMAL PEOPLE,6,6,3,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,Hogarth,Sally Rooney
351,2019-05-17,THE SILENT PATIENT,7,8,13,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
352,2019-05-17,A WOMAN IS NO MAN,8,0,1,"A Palestinian-American teenager, much like her mother before her, faces the prospect of an arranged marriage.",Harper,Etaf Rum
353,2019-05-17,FIRE AND BLOOD,9,9,19,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
354,2019-05-17,SOMEONE KNOWS,10,7,4,A dark secret emerges when Allie Garvey returns home to attend a childhood friend’s funeral.,Putnam,Lisa Scottoline
355,2019-05-17,CIRCE,11,0,16,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
356,2019-05-17,DAISY JONES & THE SIX,12,14,9,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
357,2019-05-17,RUN AWAY,13,11,7,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
358,2019-05-17,CELTIC EMPIRE,14,13,7,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
359,2019-05-17,MIRACLE AT ST. ANDREWS,15,12,4,A former professional golfer visits the course in Scotland.,"Little, Brown",James Patterson and Peter de Jonge
360,2019-05-10,WHERE THE CRAWDADS SING,1,2,34,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
361,2019-05-10,NEON PREY,2,0,1,The 29th book in the Prey series. Lucas Davenport goes after a serial killer.,Putnam,John Sandford
362,2019-05-10,REDEMPTION,3,1,2,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,Grand Central,David Baldacci
363,2019-05-10,LOST ROSES,4,4,3,"In 1914, the New York socialite Eliza Ferriday works to help White Russian families escape from the revolution.",Ballantine,Martha Hall Kelly
364,2019-05-10,WAR OF THE SPARK: RAVNICA,5,0,1,"The first book in the Magic: The Gathering: War of the Spark series. Nicol Bolas, the Elder Dragon, attacks the city of Ravnica.",Del Rey,Greg Weisman
365,2019-05-10,NORMAL PEOPLE,6,3,2,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,Hogarth,Sally Rooney
366,2019-05-10,SOMEONE KNOWS,7,6,3,A dark secret emerges when Allie Garvey returns home to attend a childhood friend’s funeral.,Putnam,Lisa Scottoline
367,2019-05-10,THE SILENT PATIENT,8,8,12,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
368,2019-05-10,FIRE AND BLOOD,9,12,18,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
369,2019-05-10,MACHINES LIKE ME,10,0,1,"In an alternative 1980s London, a love triangle develops between a couple and a synthetic human.",Nan A. Talese/Doubleday,Ian McEwan
370,2019-05-10,RUN AWAY,11,7,6,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
371,2019-05-10,MIRACLE AT ST. ANDREWS,12,11,3,A former professional golfer visits the course in Scotland.,"Little, Brown",James Patterson and Peter de Jonge
372,2019-05-10,CELTIC EMPIRE,13,9,6,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
373,2019-05-10,DAISY JONES & THE SIX,14,13,8,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
374,2019-05-10,STAR WARS: MASTER & APPRENTICE,15,5,2,The bond between Qui-Gon Jinn and Obi-Wan Kenobi is tested when they go on a mission to the royal court of Pijal.,Del Rey,Claudia Gray
375,2019-05-03,REDEMPTION,1,0,1,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,Grand Central,David Baldacci
376,2019-05-03,WHERE THE CRAWDADS SING,2,1,33,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
377,2019-05-03,NORMAL PEOPLE,3,0,1,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,Hogarth,Sally Rooney
378,2019-05-03,LOST ROSES,4,3,2,"In 1914, the New York socialite Eliza Ferriday works to help White Russian families escape from the revolution.",Ballantine,Martha Hall Kelly
379,2019-05-03,STAR WARS: MASTER & APPRENTICE,5,0,1,The bond between Qui-Gon Jinn and Obi-Wan Kenobi is tested when they go on a mission to the royal court of Pijal.,Del Rey,Claudia Gray
380,2019-05-03,SOMEONE KNOWS,6,2,2,A dark secret emerges when Allie Garvey returns home to attend a childhood friend’s funeral.,Putnam,Lisa Scottoline
381,2019-05-03,RUN AWAY,7,6,5,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
382,2019-05-03,THE SILENT PATIENT,8,9,11,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
383,2019-05-03,CELTIC EMPIRE,9,8,5,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
384,2019-05-03,THE CORNWALLS ARE GONE,10,4,4,An Army intelligence officer must commit a crime or lose her kidnapped husband and daughter.,"Little, Brown",James Patterson and Brendan DuBois
385,2019-05-03,MIRACLE AT ST. ANDREWS,11,13,2,A former professional golfer visits the course in Scotland.,"Little, Brown",James Patterson and Peter de Jonge
386,2019-05-03,FIRE AND BLOOD,12,0,17,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
387,2019-05-03,DAISY JONES & THE SIX,13,11,7,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
388,2019-05-03,THE DEPARTMENT OF SENSITIVE CRIMES,14,0,1,A quirky team of Swedish detectives take on bizarre and tricky cases.,Pantheon,Alexander McCall Smith
389,2019-05-03,CIRCE,15,0,15,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
390,2019-04-26,WHERE THE CRAWDADS SING,1,1,32,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
391,2019-04-26,SOMEONE KNOWS,2,0,1,A dark secret emerges when Allie Garvey returns home to attend a childhood friend’s funeral.,Putnam,Lisa Scottoline
392,2019-04-26,LOST ROSES,3,0,1,"In 1914, the New York socialite Eliza Ferriday works to help White Russian families escape from the revolution.",Ballantine,Martha Hall Kelly
393,2019-04-26,THE CORNWALLS ARE GONE,4,2,3,An Army intelligence officer must commit a crime or lose her kidnapped husband and daughter.,"Little, Brown",James Patterson and Brendan DuBois
394,2019-04-26,TWO WEEKS,5,0,1,A pregnant 18-year-old has limited time to change her mind about giving her baby up for adoption.,Howard,Karen Kingsbury
395,2019-04-26,RUN AWAY,6,4,4,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
396,2019-04-26,THE TALE TELLER,7,0,1,"Investigations by Leaphorn, Chee and Manuelito overlap in the desert Southwest.",Harper,Anne Hillerman
397,2019-04-26,CELTIC EMPIRE,8,5,4,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
398,2019-04-26,THE SILENT PATIENT,9,6,10,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
399,2019-04-26,METROPOLIS,10,0,1,Bernie Gunther joins the Murder Commission in Berlin in 1928. The final Bernie Gunther novel completed before the author’s death.,Putnam,Philip Kerr
400,2019-04-26,DAISY JONES & THE SIX,11,7,6,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
401,2019-04-26,WOLF PACK,12,9,5,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,Putnam,CJ Box
402,2019-04-26,MIRACLE AT ST. ANDREWS,13,0,1,A former professional golfer visits the course in Scotland.,"Little, Brown",James Patterson and Peter de Jonge
403,2019-04-26,LOST AND WANTED,14,0,1,An M.I.T. professor receives a phone call from her recently deceased screenwriter friend.,Knopf,Nell Freudenberger
404,2019-04-26,THE ISLAND OF SEA WOMEN,15,15,6,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
405,2019-04-19,WHERE THE CRAWDADS SING,1,1,31,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
406,2019-04-19,THE CORNWALLS ARE GONE,2,2,2,An Army intelligence officer must commit a crime or lose her kidnapped husband and daughter.,"Little, Brown",James Patterson and Brendan DuBois
407,2019-04-19,THE SAVIOR,3,0,1,The 17th book in the Black Dagger Brotherhood series. Secrets about inhumane experiments surface at a biomedical firm.,Gallery,JR Ward
408,2019-04-19,RUN AWAY,4,3,3,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
409,2019-04-19,CELTIC EMPIRE,5,4,3,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
410,2019-04-19,THE SILENT PATIENT,6,7,9,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
411,2019-04-19,DAISY JONES & THE SIX,7,11,5,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
412,2019-04-19,CEMETERY ROAD,8,9,5,"The journalist Marshall McEwan returns to his hometown, which is shaken by two deaths and an economy on the brink.",Morrow,Greg Iles
413,2019-04-19,WOLF PACK,9,10,4,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,Putnam,CJ Box
414,2019-04-19,THE CHEF,10,13,7,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
415,2019-04-19,WILD CARD,11,8,2,The 49th book in the Stone Barrington series.,Putnam,Stuart Woods
416,2019-04-19,THE LAST ROMANTICS,12,0,7,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
417,2019-04-19,THE A LIST,13,0,1,The 14th book in the Ali Reynolds Series. An imprisoned fertility doctor seeks revenge.,Gallery,JA Jance
418,2019-04-19,THE AMERICAN AGENT,14,5,2,"The 15th book in the Maisie Dobbs series. While the Germans attack the British Isles, Maisie must solve a case and protect a young evacuee.",Harper,Jacqueline Winspear
419,2019-04-19,THE ISLAND OF SEA WOMEN,15,14,5,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
420,2019-04-12,WHERE THE CRAWDADS SING,1,1,30,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
421,2019-04-12,THE CORNWALLS ARE GONE,2,0,1,An Army intelligence officer must commit a crime or lose her kidnapped husband and daughter.,"Little, Brown",James Patterson and Brendan DuBois
422,2019-04-12,RUN AWAY,3,2,2,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
423,2019-04-12,CELTIC EMPIRE,4,3,2,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
424,2019-04-12,THE AMERICAN AGENT,5,0,1,"The 15th book in the Maisie Dobbs series. While the Germans attack the British Isles, Maisie must solve a case and protect a young evacuee.",Harper,Jacqueline Winspear
425,2019-04-12,TIAMAT'S WRATH,6,0,1,The eighth book in the Expanse series.,Orbit,James SA Corey
426,2019-04-12,THE SILENT PATIENT,7,7,8,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
427,2019-04-12,WILD CARD,8,0,1,The 49th book in the Stone Barrington series.,Putnam,Stuart Woods
428,2019-04-12,CEMETERY ROAD,9,5,4,"The journalist Marshall McEwan returns to his hometown, which is shaken by two deaths and an economy on the brink.",Morrow,Greg Iles
429,2019-04-12,WOLF PACK,10,4,3,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,Putnam,CJ Box
430,2019-04-12,DAISY JONES & THE SIX,11,6,4,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
431,2019-04-12,THE LAST SECOND,12,0,1,The sixth book in the A Brit in the F.B.I. series. Special agents must prevent the use of a deadly weapon on a French satellite.,Gallery,Catherine Coulter and JT Ellison
432,2019-04-12,THE CHEF,13,10,6,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
433,2019-04-12,THE ISLAND OF SEA WOMEN,14,8,4,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
434,2019-04-12,DARK TRIBUTE,15,0,1,The 24th book in the Eve Duncan series. A violin prodigy with a tragic past is kidnapped.,St. Martin's,Iris Johansen
435,2019-04-05,WHERE THE CRAWDADS SING,1,1,29,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
436,2019-04-05,RUN AWAY,2,0,1,A family is torn apart when the daughter becomes addicted to drugs and goes missing.,Grand Central,Harlan Coben
437,2019-04-05,CELTIC EMPIRE,3,0,1,The 25th book in the Dirk Pitt series.,Putnam,Clive Cussler and Dirk Cussler
438,2019-04-05,WOLF PACK,4,2,2,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,Putnam,CJ Box
439,2019-04-05,CEMETERY ROAD,5,3,3,"The journalist Marshall McEwan returns to his hometown, which is shaken by two deaths and an economy on the brink.",Morrow,Greg Iles
440,2019-04-05,DAISY JONES & THE SIX,6,4,3,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
441,2019-04-05,THE SILENT PATIENT,7,5,7,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
442,2019-04-05,THE ISLAND OF SEA WOMEN,8,9,3,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
443,2019-04-05,SILENT NIGHT,9,6,3,"After tragedy strikes, a child TV star loses her memory and ability to speak.",Delacorte,Danielle Steel
444,2019-04-05,THE CHEF,10,7,5,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
445,2019-04-05,THE LAST ROMANTICS,11,8,6,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
446,2019-04-05,AN ANONYMOUS GIRL,12,14,11,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
447,2019-04-05,THE MALTA EXCHANGE,13,11,3,The 14th book in the Cotton Malone series. The former Justice Department operative tangles with a rogue cardinal and an ancient sect of knights.,Minotaur,Steve Berry
448,2019-04-05,THE RECKONING,14,12,22,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
449,2019-04-05,CIRCE,15,0,14,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
450,2019-03-29,WHERE THE CRAWDADS SING,1,1,28,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
451,2019-03-29,WOLF PACK,2,0,1,The Wyoming game wardens Joe Pickett and Katelyn Hamm take on killers working for the Sinaloa cartel.,Putnam,CJ Box
452,2019-03-29,CEMETERY ROAD,3,2,2,"The journalist Marshall McEwan returns to his hometown, which is shaken by two deaths and an economy on the brink.",Morrow,Greg Iles
453,2019-03-29,DAISY JONES & THE SIX,4,3,2,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
454,2019-03-29,THE SILENT PATIENT,5,8,6,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
455,2019-03-29,SILENT NIGHT,6,4,2,"After tragedy strikes, a child TV star loses her memory and ability to speak.",Delacorte,Danielle Steel
456,2019-03-29,THE CHEF,7,5,4,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
457,2019-03-29,THE LAST ROMANTICS,8,6,5,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
458,2019-03-29,THE ISLAND OF SEA WOMEN,9,9,2,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
459,2019-03-29,THE BORDER,10,10,3,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.,Morrow,Don Winslow
460,2019-03-29,THE MALTA EXCHANGE,11,7,2,The 14th book in the Cotton Malone series. The former Justice Department operative tangles with a rogue cardinal and an ancient sect of knights.,Minotaur,Steve Berry
461,2019-03-29,THE RECKONING,12,13,21,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
462,2019-03-29,TOXIC GAME,13,0,1,The 15th book in the GhostWalker series. Dr. Draden Freeman and Shylah Cosmos must find a cure to a deadly virus.,Berkley,Christine Feehan
463,2019-03-29,AN ANONYMOUS GIRL,14,11,10,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
464,2019-03-29,"BLACK LEOPARD, RED WOLF",15,14,6,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
465,2019-03-22,WHERE THE CRAWDADS SING,1,1,27,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
466,2019-03-22,CEMETERY ROAD,2,0,1,"The journalist Marshall McEwan returns to his hometown, which is shaken by two deaths and an economy on the brink.",Morrow,Greg Iles
467,2019-03-22,DAISY JONES & THE SIX,3,0,1,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.,Ballantine,Taylor Jenkins Reid
468,2019-03-22,SILENT NIGHT,4,0,1,"After tragedy strikes, a child TV star loses her memory and ability to speak.",Delacorte,Danielle Steel
469,2019-03-22,THE CHEF,5,2,3,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
470,2019-03-22,THE LAST ROMANTICS,6,0,4,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
471,2019-03-22,THE MALTA EXCHANGE,7,0,1,The 14th book in the Cotton Malone series. The former Justice Department operative tangles with a rogue cardinal and an ancient sect of knights.,Minotaur,Steve Berry
472,2019-03-22,THE SILENT PATIENT,8,5,5,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
473,2019-03-22,THE ISLAND OF SEA WOMEN,9,0,1,The friendship over many decades of two female divers from the Korean Island of Jeju is pushed to a breaking point.,Scribner,Lisa See
474,2019-03-22,THE BORDER,10,3,2,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.,Morrow,Don Winslow
475,2019-03-22,AN ANONYMOUS GIRL,11,4,9,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
476,2019-03-22,UNTO US A SON IS GIVEN,12,0,1,The 28th novel in the Commissario Guido Brunetti series. The Italian detective uncovers the secrets of a deceased family friend.,Atlantic Monthly,Donna Leon
477,2019-03-22,THE RECKONING,13,8,20,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
478,2019-03-22,"BLACK LEOPARD, RED WOLF",14,12,5,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
479,2019-03-22,FIRE AND BLOOD,15,10,16,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
480,2019-03-15,WHERE THE CRAWDADS SING,1,1,26,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
481,2019-03-15,THE CHEF,2,2,2,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
482,2019-03-15,THE BORDER,3,0,1,The third book in the Power of the Dog series. Art Keller’s fight to keep drugs out of the country has taken a complicated turn.,Morrow,Don Winslow
483,2019-03-15,AN ANONYMOUS GIRL,4,6,8,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
484,2019-03-15,THE SILENT PATIENT,5,4,4,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
485,2019-03-15,CHOCOLATE CREAM PIE MURDER,6,0,1,Hannah Swensen teams up with a former lover to find out who left a dead body in her bedroom.,Kensington,Joanne Fluke
486,2019-03-15,NINE PERFECT STRANGERS,7,0,14,A romance writer becomes fascinated by the owner and director of a health resort.,Flatiron,Liane Moriarty
487,2019-03-15,THE RECKONING,8,9,19,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
488,2019-03-15,NEVER TELL,9,3,2,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.,Dutton,Lisa Gardner
489,2019-03-15,FIRE AND BLOOD,10,10,15,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
490,2019-03-15,THE PRIORY OF THE ORANGE TREE,11,0,1,Queen Sabran the Ninth must conceive a daughter to protect her realm from a dragon.,Bloomsbury,Samantha Shannon
491,2019-03-15,"BLACK LEOPARD, RED WOLF",12,5,4,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
492,2019-03-15,CIRCE,13,11,13,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
493,2019-03-15,THE GREAT ALONE,14,0,21,A former prisoner of war moves his family to Alaska.,St. Martin's,Kristin Hannah
494,2019-03-15,CONNECTIONS IN DEATH,15,8,4,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.,St. Martin's,JD Robb
495,2019-03-08,WHERE THE CRAWDADS SING,1,1,25,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
496,2019-03-08,THE CHEF,2,0,1,"Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations.","Little, Brown",James Patterson with Max DiLallo
497,2019-03-08,NEVER TELL,3,0,1,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.,Dutton,Lisa Gardner
498,2019-03-08,THE SILENT PATIENT,4,5,3,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
499,2019-03-08,"BLACK LEOPARD, RED WOLF",5,2,3,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
500,2019-03-08,AN ANONYMOUS GIRL,6,4,7,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
501,2019-03-08,MISSION CRITICAL,7,0,1,The eighth book in the Gray Man series. Court Gentry must track down assassins.,Berkley,Mark Greaney
502,2019-03-08,CONNECTIONS IN DEATH,8,3,3,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.,St. Martin's,JD Robb
503,2019-03-08,THE RECKONING,9,6,18,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
504,2019-03-08,FIRE AND BLOOD,10,8,14,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
505,2019-03-08,CIRCE,11,14,12,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
506,2019-03-08,THE WEDDING GUEST,12,13,3,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.,Ballantine,Jonathan Kellerman
507,2019-03-08,THE LAST ROMANTICS,13,15,3,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
508,2019-03-08,LOVE POEMS FOR MARRIED PEOPLE,14,9,2,Humorous musings on the ways long-term partners tolerate each other.,Putnam,John Kenney
509,2019-03-08,DEVOTIONS,15,7,4,A collection of more than 200 poems spanning 50 years of the author’s career.,Penguin Press,Mary Oliver
510,2019-03-01,WHERE THE CRAWDADS SING,1,2,24,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
511,2019-03-01,"BLACK LEOPARD, RED WOLF",2,4,2,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
512,2019-03-01,CONNECTIONS IN DEATH,3,3,2,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.,St. Martin's,JD Robb
513,2019-03-01,AN ANONYMOUS GIRL,4,6,6,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.,St. Martin's,Greer Hendricks and Sarah Pekkanen
514,2019-03-01,THE SILENT PATIENT,5,1,2,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
515,2019-03-01,THE RECKONING,6,8,17,A decorated World War II veteran shoots and kills a pastor.,Doubleday,John Grisham
516,2019-03-01,DEVOTIONS,7,5,3,A collection of more than 200 poems spanning 50 years of the author’s career.,Penguin Press,Mary Oliver
517,2019-03-01,FIRE AND BLOOD,8,9,13,The first volume of the two-part history of the Targaryens in Westeros.,Bantam,George RR Martin
518,2019-03-01,LOVE POEMS FOR MARRIED PEOPLE,9,0,1,Humorous musings on the ways long-term partners tolerate each other.,Putnam,John Kenney
519,2019-03-01,EARLY RISER,10,0,1,Charlie Worthing investigates an outbreak of viral dreams killing a hibernating human population.,Viking,Jasper Fforde
520,2019-03-01,THE NIGHT TIGER,11,0,1,"In 1930s colonial Malaysia, dangers encroach upon a dressmaker's apprentice and a houseboy as they seek to help others close to them.",Flatiron,Yangsze Choo
521,2019-03-01,LIAR LIAR,12,10,5,Detective Harriet Blue has become a dangerous fugitive from the law as she pursues the murderer Regan Banks.,"Little, Brown",James Patterson and Candice Fox
522,2019-03-01,THE WEDDING GUEST,13,7,2,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.,Ballantine,Jonathan Kellerman
523,2019-03-01,CIRCE,14,14,11,"Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.","Little, Brown",Madeline Miller
524,2019-03-01,THE LAST ROMANTICS,15,12,2,A family crisis tests the bonds and ideals of a renowned poet and her siblings.,Morrow,Tara Conklin
525,2019-02-22,THE SILENT PATIENT,1,0,1,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Celadon,Alex Michaelides
526,2019-02-22,WHERE THE CRAWDADS SING,2,1,23,A woman who survived alone in the marsh becomes a murder suspect.,Putnam,Delia Owens
527,2019-02-22,CONNECTIONS IN DEATH,3,0,1,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.,St. Martin's,JD Robb
528,2019-02-22,"BLACK LEOPARD, RED WOLF",4,0,1,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,Riverhead,Marlon James
